name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
vinhphuc,2021-08-11,34.2,26.3,29.1,42.1,26.3,35.5,26.3,85.7,17.46,100,12.5,rain,,,,13,192,1004.5,93,15.8,102,8.7,3,,2021-08-11T05:36:07,2021-08-11T18:29:04,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-12,32.9,26.1,29.1,44.4,26.1,35,26,84.2,1.1,100,45.83,rain,,,,14.6,210.4,1005.7,89,18.2,132,11.5,4,,2021-08-12T05:36:26,2021-08-12T18:28:25,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-13,35.4,26.2,29.5,44,26.2,34.9,25.5,80.2,1.2,100,41.67,rain,,,,14.4,210.5,1002.5,84.9,18.8,132.5,11.5,5,,2021-08-13T05:36:44,2021-08-13T18:27:46,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-14,33.3,26.4,28.8,40.5,26.4,34,25.6,83.4,0.04,100,8.33,rain,,,,13.7,204.6,1001.2,94.1,17.6,91.7,7.9,3,,2021-08-14T05:37:02,2021-08-14T18:27:06,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-15,33,26,28.6,39.9,26,32.9,25.2,82.9,1,100,25,rain,,,,14.6,200,1004.9,90.5,17.6,124.9,10.8,4,,2021-08-15T05:37:20,2021-08-15T18:26:24,0.24,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-16,33.3,25.5,29,40.2,25.5,33.6,25.1,80.5,0.3,100,12.5,rain,,,,12.6,188.5,1008.6,86.7,18.5,149.8,12.7,5,,2021-08-16T05:37:37,2021-08-16T18:25:43,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-17,34.4,25.3,29.7,43.4,25.3,35.2,25.3,78.8,0.9,100,25,rain,,,,13.5,202.7,1008,72.1,18.8,198.6,17.3,7,,2021-08-17T05:37:55,2021-08-17T18:25:00,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-18,35.1,26.1,29.5,44,26.1,34.6,25.3,79.4,6.7,100,4.17,rain,,,,11.8,220.2,1006.4,75.9,16.9,157,13.6,6,,2021-08-18T05:38:12,2021-08-18T18:24:17,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-19,34.2,24.9,29.3,42.4,24.9,34.1,25.1,79.6,1.52,100,4.17,rain,,,,10.8,187,1006.3,80,17.9,107.1,9.2,3,,2021-08-19T05:38:28,2021-08-19T18:23:32,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-20,33.1,26.7,29.6,42,29.7,35.3,25.3,78.6,0.8,100,8.33,rain,,,,11.2,192.8,1007.7,74.5,18.5,191.6,16.5,7,,2021-08-20T05:38:45,2021-08-20T18:22:48,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-21,33.8,25.7,29.9,44.3,25.7,36.5,26.2,81.6,0,0,0,,,,,14.4,176.3,1006.8,72.6,18.8,233,20.2,8,,2021-08-21T05:39:01,2021-08-21T18:22:02,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-08-22,35.3,26.6,30.1,45.7,26.6,37.6,26.5,81.9,0.8,100,12.5,rain,,,,15.4,193.2,1004.3,74.8,18.8,149.7,12.7,6,,2021-08-22T05:39:17,2021-08-22T18:21:16,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-23,36.5,26.7,30.2,45.5,26.7,37.5,26.3,81,3.9,100,66.67,rain,,,,12.7,192.6,1003.1,82.4,18.8,142,12.3,5,,2021-08-23T05:39:33,2021-08-23T18:20:29,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-24,34,27.1,29.2,44.9,31,35.4,25.8,82.2,2.2,100,54.17,rain,,,,9.9,191.1,1003.7,85,18.8,66.7,5.8,2,,2021-08-24T05:39:48,2021-08-24T18:19:42,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-25,32.7,26.9,29.4,43.2,30.9,36.4,26.4,84.7,2.3,100,50,rain,,,,15.5,134.6,1005.1,73.2,19.4,206.2,17.9,7,,2021-08-25T05:40:03,2021-08-25T18:18:54,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-26,31.3,25.9,28.6,39.1,25.9,34,25.8,85.4,17.37,100,8.33,rain,,,,17.3,130.4,1007.5,56.3,15.4,227,19.3,8,,2021-08-26T05:40:18,2021-08-26T18:18:05,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-27,30.7,25.7,27.7,37.8,25.7,30.8,25.2,86.6,34.58,100,16.67,rain,,,,18,146.3,1009.1,72.1,12.3,261.5,22.6,9,,2021-08-27T05:40:33,2021-08-27T18:17:16,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-28,30.2,25.3,27.3,35.3,25.3,29.7,24.8,86.7,17,100,8.33,rain,,,,14.6,155,1009.2,87,15.4,138.8,12,5,,2021-08-28T05:40:48,2021-08-28T18:16:26,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-29,30.7,25.3,27.7,37,25.3,30.3,24.1,81.5,2.33,100,8.33,rain,,,,10.1,128.6,1009.3,57.7,17.6,224.9,19.4,8,,2021-08-29T05:41:02,2021-08-29T18:15:36,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-30,31.5,25.3,27.6,38.4,25.3,30.5,24.5,83.8,0.08,100,4.17,rain,,,,10.8,182.8,1009.6,76.2,18.2,159,13.7,6,,2021-08-30T05:41:16,2021-08-30T18:14:45,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-08-31,31.4,25.5,28.1,37.4,25.5,31.3,24.7,82.6,0.1,100,4.17,rain,,,,9.9,176.8,1009.6,77.1,17.3,219.7,19.1,8,,2021-08-31T05:41:30,2021-08-31T18:13:54,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-01,32.2,25,28.1,38.7,25,32.1,25.2,84.6,3.04,100,4.17,rain,,,,9.9,149.2,1008.6,67.8,17.9,152,13,5,,2021-09-01T05:41:44,2021-09-01T18:13:03,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-02,30.6,26.1,27.9,36.7,26.1,31.3,25,84.7,12.92,100,4.17,rain,,,,9.7,124,1007.5,80.4,17.3,172.9,15,6,,2021-09-02T05:41:58,2021-09-02T18:12:11,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-03,31.8,25.3,28.2,38.7,25.3,31.5,24.8,82.6,0.8,100,29.17,rain,,,,12.7,208.2,1005.2,80.9,18.2,178,15.5,6,,2021-09-03T05:42:11,2021-09-03T18:11:18,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-04,32.1,25.7,28.5,41.5,25.7,33.1,25.6,85.2,0.02,100,4.17,rain,,,,14.4,166.3,1005.3,86,18.5,163.3,14.3,6,,2021-09-04T05:42:24,2021-09-04T18:10:26,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-05,30.1,25.4,27.5,36.9,25.4,30.8,25.4,88.2,14.52,100,8.33,rain,,,,9.7,171.5,1007.7,74.9,16.7,131.7,11.4,5,,2021-09-05T05:42:38,2021-09-05T18:09:33,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-06,31.1,25,27.5,38.1,25,30.8,24.8,85.9,13.76,100,12.5,rain,,,,11.5,149.5,1010,71.4,16,179.8,15.7,6,,2021-09-06T05:42:51,2021-09-06T18:08:39,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-07,31.1,25,27.7,38.3,25,30.9,25.3,87.1,2.87,100,4.17,rain,,,,14.4,210.6,1009.1,76.7,15.2,96.4,8.5,3,,2021-09-07T05:43:04,2021-09-07T18:07:46,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-08,28.7,25.1,26.6,35.3,25.1,28.5,25.2,92.4,120.74,100,12.5,rain,,,,21.6,126.6,1007.1,89.2,10.5,116.1,10,3,,2021-09-08T05:43:17,2021-09-08T18:06:52,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-09,30.2,24.3,27.2,36.5,24.3,29.6,24.7,86.9,41.01,100,16.67,rain,,,,12.7,156.5,1009.2,83.8,13.5,198,16.9,7,,2021-09-09T05:43:29,2021-09-09T18:05:57,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-10,33,24,28.3,39.9,24,32.4,24.7,81.5,0.6,100,25,rain,,,,13,220.1,1008.3,69.8,18.3,264.4,22.9,9,,2021-09-10T05:43:42,2021-09-10T18:05:03,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-11,34.4,25.6,29.2,41,25.6,34,25.1,79.7,1.2,100,50,rain,,,,14,198.2,1005.2,65.3,17.9,179.2,15.4,6,,2021-09-11T05:43:55,2021-09-11T18:04:08,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-12,34.8,26.1,29.9,42.8,26.1,36.2,25.8,79.6,1.8,100,50,rain,,,,11.9,175.7,1002.4,71.5,18.8,210.6,18.3,8,,2021-09-12T05:44:07,2021-09-12T18:03:13,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-13,32,26.9,29.1,41.7,30.8,35.7,26.2,85,0.07,100,4.17,rain,,,,13.3,138.9,1004.9,79.5,18.2,111.4,9.7,4,,2021-09-13T05:44:20,2021-09-13T18:02:18,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-14,29.8,25.9,27.4,37.5,25.9,30.8,25.9,91.8,56.78,100,12.5,rain,,,,13.3,101.4,1008.8,81.1,15.7,116.4,10,4,,2021-09-14T05:44:32,2021-09-14T18:01:23,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-15,29.4,25.4,27.2,36.6,25.4,30,25.7,92,22.21,100,8.33,rain,,,,13.3,125.5,1010.7,82.7,15.7,110.3,9.5,4,,2021-09-15T05:44:45,2021-09-15T18:00:28,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-16,29.6,25.5,27.3,36.5,25.5,30,25.3,89.4,21.54,100,12.5,rain,,,,9.1,152,1009.7,91.4,16.5,109.1,9.4,4,,2021-09-16T05:44:57,2021-09-16T17:59:33,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-17,31.2,25.5,27.4,39.3,25.5,30.6,25.2,88.1,3.9,100,8.33,rain,,,,15.4,175.8,1008.5,85.1,15.2,103.1,8.9,4,,2021-09-17T05:45:10,2021-09-17T17:58:37,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-18,32.2,24.1,27.7,39.5,24.1,31.2,25,86.1,4.6,100,66.67,rain,,,,14,181.4,1009,60.3,18.8,195.2,16.8,6,,2021-09-18T05:45:23,2021-09-18T17:57:42,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-19,32.4,25.6,28.6,39,25.6,32.6,24.9,81.7,3.1,100,37.5,rain,,,,18,164.7,1009.3,60.8,19.1,214.5,18.5,8,,2021-09-19T05:45:35,2021-09-19T17:56:47,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-20,30.5,24.9,27.4,37.8,24.9,30.6,25.1,87.2,13.61,100,8.33,rain,,,,14.4,187.3,1009.5,77.6,18.2,154.8,13.3,5,,2021-09-20T05:45:48,2021-09-20T17:55:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-21,31.9,24.3,27.4,38.1,24.3,30.2,24.7,86.1,9.81,100,12.5,rain,,,,12.7,125.7,1009,66.6,16.6,119,10.3,4,,2021-09-21T05:46:01,2021-09-21T17:54:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-22,29.6,24.4,26.6,34.9,24.4,28.7,24.7,89.9,2.4,100,8.33,rain,,,,14.4,162.8,1008.7,71.2,14.1,134.8,11.6,5,,2021-09-22T05:46:14,2021-09-22T17:54:00,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-23,30.4,24.5,26.8,37.3,24.5,29.1,24.8,88.7,39.29,100,16.67,rain,,,,15.1,124,1010.3,79.1,14.1,156.7,13.4,5,,2021-09-23T05:46:27,2021-09-23T17:53:05,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-24,28.2,25.1,26.2,34.5,25.1,27.6,25.3,94.6,51.89,100,12.5,rain,,,,20.9,74.3,1009.7,90.8,9.6,73.1,6.4,2,,2021-09-24T05:46:40,2021-09-24T17:52:10,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-25,29,24.2,26.2,35,24.2,27.6,24.9,92.8,102.35,100,16.67,rain,,,,19.4,116.6,1009.9,74.6,9,145,12.5,6,,2021-09-25T05:46:53,2021-09-25T17:51:15,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-26,29.6,24.3,26.7,35.6,24.3,28.7,24.9,90.3,13.11,100,12.5,rain,,,,20,113.4,1010.8,75.2,12.9,143.3,12.4,5,,2021-09-26T05:47:06,2021-09-26T17:50:20,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-27,30,23.5,26.6,35.3,23.5,28.5,24.1,86.1,31.35,100,12.5,rain,,,,14.6,131.1,1010.9,72.2,14.8,161.2,13.9,6,,2021-09-27T05:47:20,2021-09-27T17:49:26,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-09-28,32.1,23.5,27.7,37.8,23.5,30.4,23.9,81.1,0,0,0,,,,,11.8,226.6,1009.8,26.4,18.8,277.3,23.8,9,,2021-09-28T05:47:34,2021-09-28T17:48:31,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-09-29,32.5,23.9,27.9,38.3,23.9,30.9,24.4,82.5,0,0,0,,,,,14.4,173.9,1008.3,26.4,18.8,274.6,23.8,9,,2021-09-29T05:47:48,2021-09-29T17:47:37,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-09-30,32.9,24.8,28.1,40.1,24.8,31.6,24.7,82.8,2.1,100,29.17,rain,,,,14.6,185.5,1008.3,27.9,18.8,276.4,23.9,9,,2021-09-30T05:48:02,2021-09-30T17:46:43,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-01,31,25.2,27.6,38.2,25.2,31.1,25.3,87.6,7.4,100,83.33,rain,,,,18,167.5,1008.9,55.4,18.2,202.7,17.3,8,,2021-10-01T05:48:16,2021-10-01T17:45:50,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-02,30.2,24.5,27.1,36,24.5,29.4,24.2,84.7,8.4,100,91.67,rain,,,,11.2,147.1,,58.3,,232.5,19.9,8,,2021-10-02T05:48:31,2021-10-02T17:44:57,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
vinhphuc,2021-10-03,30.7,23.8,26.7,36.8,23.8,28.9,23.9,85,6.6,100,79.17,rain,,,,12.2,167.3,,25.9,,269.6,23.4,9,,2021-10-03T05:48:46,2021-10-03T17:44:04,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
vinhphuc,2021-10-04,31.4,24.2,27.2,37.2,24.2,29.7,24.2,84,15.89,100,8.33,rain,,,,13.3,89.7,1010.8,40.4,15.9,265.7,23.1,9,,2021-10-04T05:49:01,2021-10-04T17:43:11,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-05,29.5,24.9,26.4,35.7,24.9,27.8,25.1,92.6,27.07,100,16.67,rain,,,,15.1,110.9,1010.1,85.2,14.4,89.1,7.7,3,,2021-10-05T05:49:17,2021-10-05T17:42:19,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-06,29.1,25,26.6,35.2,25,28.3,24.8,90.3,30.54,100,12.5,rain,,,,16.3,123.1,1007.6,82.1,13.3,128.4,11,4,,2021-10-06T05:49:33,2021-10-06T17:41:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-07,32.6,24,27.7,39.2,24,31,24.5,83.5,0.2,100,8.33,rain,,,,19.1,232.6,1004.5,66.5,18.5,266,23.1,9,,2021-10-07T05:49:49,2021-10-07T17:40:36,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-08,33,23.1,27.1,36.4,23.1,28.9,22.8,78.8,0.6,100,25,rain,,,,28.8,286.1,1003.1,73.4,18.5,250.8,21.7,9,,2021-10-08T05:50:05,2021-10-08T17:39:45,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-09,29.1,23.2,25.8,32.8,23.2,27,23,85.1,1.48,100,12.5,rain,,,,31,325.9,1003.3,83.3,14.8,180,15.6,6,,2021-10-09T05:50:22,2021-10-09T17:38:55,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-10,26,22.9,24.3,26,22.9,24.3,23.1,92.7,49.28,100,25,rain,,,,27.7,309,1002,95.3,9.1,89,7.6,3,,2021-10-10T05:50:39,2021-10-10T17:38:05,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-11,26.1,22,24.1,26.1,22,24.1,22.8,93,51.21,100,16.67,rain,,,,28.8,124.8,1006.3,97.7,10.3,103,8.9,4,,2021-10-11T05:50:57,2021-10-11T17:37:16,0.16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-12,28.2,18.8,23,29.6,18.8,23.1,18.8,78.2,0.76,100,4.17,rain,,,,29.2,124.4,1007.8,69,16.6,256,22,9,,2021-10-12T05:51:15,2021-10-12T17:36:27,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-13,26.6,18.8,22,26.6,18.8,22,18.9,83.5,18.28,100,8.33,rain,,,,38.5,322.9,1004.1,95.1,13.8,107.4,9.6,4,,2021-10-13T05:51:33,2021-10-13T17:35:39,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-14,24.2,19.3,21.8,24.2,19.3,21.8,20.6,92.8,76,100,25,rain,,,,43.2,214.8,1003.4,89.2,8.9,113.6,9.9,4,,2021-10-14T05:51:52,2021-10-14T17:34:52,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-15,24.7,21,22.3,24.7,21,22.3,21.3,94.1,31.13,100,16.67,rain,,,,26.6,164.7,1009.3,90.9,11.2,103.5,8.9,4,,2021-10-15T05:52:12,2021-10-15T17:34:05,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-16,22.2,17.7,20.6,22.2,17.7,20.6,19,90.5,19.73,100,16.67,rain,,,,32.4,93.5,1014.4,86.8,11.9,143.7,12.5,5,,2021-10-16T05:52:31,2021-10-16T17:33:19,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-17,22.1,16.2,19.6,22.1,16.2,19.6,16.7,83.7,1.66,100,4.17,rain,,,,34.2,94.1,1017.3,87.4,14.8,172.6,14.9,7,,2021-10-17T05:52:51,2021-10-17T17:32:34,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-18,20.9,16.9,19.2,20.9,16.9,19.2,17.4,89.4,0.54,100,8.33,rain,,,,27.4,232.7,1017,86.5,15.7,143.9,12.6,5,,2021-10-18T05:53:12,2021-10-18T17:31:49,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-19,26.3,18.6,22.1,26.3,18.6,22.1,20.8,92.6,12.06,100,8.33,rain,,,,16.6,223.1,1016.6,90.6,12.7,174.9,15.2,6,,2021-10-19T05:53:33,2021-10-19T17:31:05,0.49,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-20,29.3,22.6,25.5,33.9,22.6,26.8,23.7,90.1,0,0,0,,,,,15.5,178.7,1013.8,60.8,15.5,169.2,14.6,6,,2021-10-20T05:53:55,2021-10-20T17:30:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-10-21,29.9,18,23.2,36.6,18,23.9,21.2,89,1.4,100,25,rain,,,,33.5,94.9,1013.7,57.8,14.9,156.9,13.6,5,,2021-10-21T05:54:17,2021-10-21T17:29:40,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-22,22.3,16.2,19.2,22.3,16.2,19.2,15.7,80.8,0.1,100,4.17,rain,,,,22.7,69,1019.5,83.7,18.2,173.3,14.9,7,,2021-10-22T05:54:39,2021-10-22T17:28:58,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-23,24.5,15.5,19.5,24.5,15.5,19.5,15.1,76.9,0,0,0,,,,,21.6,72,1020.5,75.7,18.5,228.8,19.8,8,,2021-10-23T05:55:02,2021-10-23T17:28:18,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-10-24,24.7,16.4,20.3,24.7,16.4,20.3,16.4,79.4,0,0,0,,,,,21.6,175.1,1019.6,51.1,18.5,235.2,20.3,8,,2021-10-24T05:55:26,2021-10-24T17:27:38,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-10-25,25.7,16.7,21.4,25.7,16.7,21.4,17.3,78.1,0,0,0,,,,,18,153.2,1016.7,64.6,18.5,242.4,20.8,8,,2021-10-25T05:55:50,2021-10-25T17:27:00,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-10-26,26.9,17.5,22.2,27.9,17.5,22.3,18.6,80.7,0,0,0,,,,,10.8,148.6,1015,35.1,15.8,238.5,20.7,8,,2021-10-26T05:56:15,2021-10-26T17:26:22,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-10-27,27.7,18.3,22.9,28.9,18.3,23,19.5,82.3,0.4,100,12.5,rain,,,,20.9,133.1,1015.7,70.5,14,237.3,20.5,8,,2021-10-27T05:56:40,2021-10-27T17:25:45,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-28,24.3,19.9,21.9,24.3,19.9,21.9,20.4,91.6,1.73,100,8.33,rain,,,,20.9,183.2,1016.2,74,14.8,136.6,11.8,5,,2021-10-28T05:57:06,2021-10-28T17:25:09,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-10-29,27.4,20.8,23.1,30.7,20.8,23.4,22,93.7,50.66,100,12.5,rain,,,,14,238.1,1016.3,64.6,10,183.8,16,7,,2021-10-29T05:57:32,2021-10-29T17:24:34,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
